emp_no,first_name,last_name,title,to_date,dept_no,dept_name
455192,Shigeichiro,Schwartzbauer,Engineer,9999-01-01,d004,Production
455218,Lech,Paludetto,Technique Leader,9999-01-01,d004,Production
455237,Kotesh,Walston,Senior Engineer,9999-01-01,d005,Development
455251,Kristinn,Jiafu,Senior Engineer,9999-01-01,d005,Development
455258,Vatsa,Leuchs,Senior Engineer,9999-01-01,d005,Development
455279,Shuichi,Marchesini,Engineer,9999-01-01,d005,Development
455380,Herb,Zyda,Senior Staff,9999-01-01,d007,Sales
455408,Pradeep,Schwaller,Technique Leader,9999-01-01,d004,Production
455464,Willard,Crelier,Senior Staff,9999-01-01,d007,Sales
455479,Barna,Luce,Senior Engineer,9999-01-01,d004,Production
455483,Katsuo,Matzov,Engineer,9999-01-01,d004,Production
455512,Nevin,Pollock,Senior Engineer,9999-01-01,d005,Development
455513,Brewster,Rosay,Senior Engineer,9999-01-01,d005,Development
455526,Arif,Nitto,Senior Engineer,9999-01-01,d004,Production
455532,Munehiko,Falco,Senior Engineer,9999-01-01,d005,Development
455544,Naftaly,Rosch,Senior Staff,9999-01-01,d002,Finance
455581,Uma,Waschkowski,Senior Staff,9999-01-01,d003,Human Resources
455622,Teiji,Klyachko,Senior Engineer,9999-01-01,d005,Development
455642,Yuchang,Brandsma,Senior Staff,9999-01-01,d009,Customer Service
455648,Shuzo,Munawer,Senior Staff,9999-01-01,d001,Marketing
455680,Uzi,Janocha,Senior Staff,9999-01-01,d001,Marketing
455703,Guttorm,Jansch,Staff,9999-01-01,d008,Research
455711,Bartek,Picel,Senior Engineer,9999-01-01,d006,Quality Management
455731,Debatosh,Ouhyoung,Engineer,9999-01-01,d005,Development
455745,Moni,Giveon,Senior Engineer,9999-01-01,d004,Production
455846,Bokyung,Rusterholz,Engineer,9999-01-01,d005,Development
455851,Bezalel,Rodiger,Senior Engineer,9999-01-01,d005,Development
455873,Shiv,Vickson,Engineer,9999-01-01,d005,Development
455892,Adas,Begiun,Senior Staff,9999-01-01,d001,Marketing
455927,Gina,Deverell,Senior Staff,9999-01-01,d005,Development
455932,Wanqing,Polupanov,Senior Engineer,9999-01-01,d005,Development
455935,True,Milicia,Senior Engineer,9999-01-01,d006,Quality Management
455948,Xinglin,Guardalben,Senior Staff,9999-01-01,d003,Human Resources
455977,Sanjay,Beidas,Staff,9999-01-01,d007,Sales
455980,Masali,Chaudhuri,Senior Engineer,9999-01-01,d006,Quality Management
455987,Susanta,Erol,Senior Staff,9999-01-01,d009,Customer Service
455999,Dhritiman,Nastansky,Technique Leader,9999-01-01,d004,Production
456005,Jordanka,Kamber,Senior Engineer,9999-01-01,d004,Production
456036,Hitofumi,Swist,Senior Engineer,9999-01-01,d004,Production
456057,Shugo,Przulj,Senior Engineer,9999-01-01,d005,Development
456071,Harngdar,Zaccaria,Senior Staff,9999-01-01,d002,Finance
456111,Vincent,Legleitner,Senior Staff,9999-01-01,d009,Customer Service
456144,Naraig,Hennings,Senior Staff,9999-01-01,d001,Marketing
456154,Ewing,Biran,Assistant Engineer,9999-01-01,d004,Production
456160,Kaijung,Leivant,Senior Staff,9999-01-01,d009,Customer Service
456173,Diederik,Sommen,Senior Staff,9999-01-01,d009,Customer Service
456187,Youssef,Bail,Senior Engineer,9999-01-01,d005,Development
456191,Radhakrishnan,Lorys,Staff,9999-01-01,d001,Marketing
456194,Halsur,Cmelik,Staff,9999-01-01,d001,Marketing
456208,Divier,Lanphier,Senior Staff,9999-01-01,d002,Finance
456216,Kenroku,Beausoleil,Senior Engineer,9999-01-01,d004,Production
456240,Lene,Ravishankar,Senior Engineer,9999-01-01,d004,Production
456245,Lena,Hiyoshi,Staff,9999-01-01,d007,Sales
456268,Kristine,Randt,Engineer,9999-01-01,d004,Production
456339,Achilleas,Rissland,Technique Leader,9999-01-01,d004,Production
456346,Zorica,Guerreiro,Staff,9999-01-01,d009,Customer Service
456361,Bouchung,Georgatos,Senior Engineer,9999-01-01,d005,Development
456403,King,Nourani,Staff,9999-01-01,d009,Customer Service
456411,Masanao,Maraist,Senior Staff,9999-01-01,d007,Sales
456414,Leandro,Marshall,Senior Engineer,9999-01-01,d004,Production
456415,Dinkar,Tagansky,Senior Engineer,9999-01-01,d009,Customer Service
456418,Roselyn,Radivojevic,Senior Staff,9999-01-01,d007,Sales
456423,Willard,Ratnakar,Senior Staff,9999-01-01,d007,Sales
456521,Ebbe,Wynblatt,Senior Engineer,9999-01-01,d004,Production
456532,Lijia,Penz,Senior Staff,9999-01-01,d002,Finance
456559,Odysseas,Ritzmann,Senior Engineer,9999-01-01,d005,Development
456560,Ohad,Krohn,Senior Engineer,9999-01-01,d005,Development
456601,Zeljko,Sanella,Staff,9999-01-01,d002,Finance
456603,Khun,Trystram,Senior Engineer,9999-01-01,d005,Development
456605,Parto,Hellwagner,Senior Engineer,9999-01-01,d005,Development
456607,Chiranjit,Panienski,Senior Engineer,9999-01-01,d005,Development
456610,Erez,Ellozy,Senior Engineer,9999-01-01,d005,Development
456650,Vidar,Lindenbaum,Senior Engineer,9999-01-01,d004,Production
456663,Elliott,Monarch,Senior Staff,9999-01-01,d002,Finance
456675,Adin,Sethi,Senior Staff,9999-01-01,d008,Research
456714,Guiseppe,Schmiedel,Senior Engineer,9999-01-01,d005,Development
456719,Basem,Shumilov,Senior Staff,9999-01-01,d001,Marketing
456741,Christoper,Back,Senior Engineer,9999-01-01,d006,Quality Management
456751,Danai,Pfau,Senior Staff,9999-01-01,d007,Sales
456838,Adin,Makrucki,Senior Engineer,9999-01-01,d004,Production
456840,Lubomir,Papadias,Engineer,9999-01-01,d004,Production
456851,Terresa,Cooman,Senior Engineer,9999-01-01,d004,Production
456853,Brendon,Erdmenger,Senior Staff,9999-01-01,d002,Finance
456895,Alper,Montemayor,Engineer,9999-01-01,d006,Quality Management
456906,Houman,Flexer,Senior Engineer,9999-01-01,d004,Production
456910,Niclas,Farrar,Senior Staff,9999-01-01,d002,Finance
456925,Maren,Leijenhorst,Engineer,9999-01-01,d004,Production
456933,Carrsten,Ouhyoung,Senior Staff,9999-01-01,d008,Research
456937,Ayonca,Liedekerke,Senior Engineer,9999-01-01,d005,Development
456970,Genta,Dehkordi,Staff,9999-01-01,d008,Research
457014,Hidefumi,Swiss,Senior Staff,9999-01-01,d003,Human Resources
457054,Pascal,Litecky,Senior Engineer,9999-01-01,d005,Development
457092,Serif,Kriebel,Technique Leader,9999-01-01,d005,Development
457093,Pragnesh,Litecky,Staff,9999-01-01,d002,Finance
457108,Reinhold,Rullman,Senior Staff,9999-01-01,d007,Sales
457131,Visit,Herbst,Staff,9999-01-01,d008,Research
457149,Conrado,Huxford,Engineer,9999-01-01,d004,Production
457158,Isamu,Socorro,Senior Staff,9999-01-01,d007,Sales
457169,Yefim,Kading,Senior Engineer,9999-01-01,d004,Production
457177,Kamakshi,McClurg,Senior Staff,9999-01-01,d002,Finance
457189,Alain,Schnabel,Senior Engineer,9999-01-01,d004,Production
457199,Cathie,Matteis,Senior Staff,9999-01-01,d007,Sales
457202,Uzi,Mersereau,Senior Staff,9999-01-01,d007,Sales
457240,Masali,Kitsuregawa,Senior Staff,9999-01-01,d001,Marketing
457265,Sangeeta,Zeilberger,Senior Engineer,9999-01-01,d005,Development
457284,Berthier,Schnabel,Senior Staff,9999-01-01,d001,Marketing
457346,Jeanna,Schlegelmilch,Senior Staff,9999-01-01,d009,Customer Service
457353,Maia,Luke,Senior Staff,9999-01-01,d007,Sales
457356,Shahab,Dalphin,Senior Staff,9999-01-01,d007,Sales
457370,Magy,Milicia,Senior Engineer,9999-01-01,d005,Development
457384,Limsoon,Prampolini,Senior Staff,9999-01-01,d007,Sales
457457,Nahid,Moehrke,Senior Engineer,9999-01-01,d005,Development
457473,Shaunak,Pollock,Engineer,9999-01-01,d004,Production
457478,Rosalie,Joslin,Senior Engineer,9999-01-01,d006,Quality Management
457481,Lena,Wursthorn,Senior Staff,9999-01-01,d007,Sales
457497,Otmar,Quaggetto,Staff,9999-01-01,d007,Sales
457544,Sanjeeva,Edelhoff,Senior Engineer,9999-01-01,d005,Development
457584,Sandeepan,Teitelbaum,Senior Staff,9999-01-01,d001,Marketing
457594,Ebru,Kermarrec,Senior Engineer,9999-01-01,d006,Quality Management
457599,Cheong,Hambrick,Engineer,9999-01-01,d005,Development
457624,Jayson,Jeansoulin,Senior Staff,9999-01-01,d009,Customer Service
457627,Hiroyasu,Giaccio,Senior Engineer,9999-01-01,d005,Development
457674,Niranjan,Lindenbaum,Senior Staff,9999-01-01,d001,Marketing
457683,Janalee,Zultner,Senior Staff,9999-01-01,d008,Research
457704,Khosrow,Tsukune,Senior Staff,9999-01-01,d003,Human Resources
457709,Somnath,Gewali,Senior Engineer,9999-01-01,d006,Quality Management
457762,Khue,Garnier,Senior Staff,9999-01-01,d009,Customer Service
457822,Richard,Halloran,Staff,9999-01-01,d001,Marketing
457828,Bedir,Akaboshi,Senior Engineer,9999-01-01,d005,Development
457842,Xianlong,Sidou,Senior Engineer,9999-01-01,d005,Development
457849,Vugranam,Benveniste,Senior Staff,9999-01-01,d007,Sales
457856,Sudharsan,Cusworth,Senior Staff,9999-01-01,d009,Customer Service
457877,Howell,Talmon,Engineer,9999-01-01,d005,Development
457880,Chrisa,Segond,Senior Staff,9999-01-01,d007,Sales
457893,Shaowen,Valiente,Senior Staff,9999-01-01,d009,Customer Service
457899,Martien,Apsitis,Engineer,9999-01-01,d005,Development
457906,Mona,Ramaiah,Engineer,9999-01-01,d004,Production
457943,Heng,Varley,Senior Engineer,9999-01-01,d004,Production
457988,Wilmer,Spieker,Senior Engineer,9999-01-01,d004,Production
457993,Boalin,Bahk,Senior Engineer,9999-01-01,d004,Production
457997,Patricia,Gronowski,Senior Staff,9999-01-01,d003,Human Resources
458017,Sampalli,Pellegrinelli,Senior Staff,9999-01-01,d007,Sales
458032,Kiyokazu,Bultermann,Senior Engineer,9999-01-01,d004,Production
458040,JiYoung,Andreotta,Senior Staff,9999-01-01,d007,Sales
458063,Krassimir,Piazza,Senior Staff,9999-01-01,d009,Customer Service
458083,Tse,Shackel,Engineer,9999-01-01,d004,Production
458104,Jianhui,Cannane,Senior Engineer,9999-01-01,d005,Development
458106,Odoardo,Saoudi,Senior Staff,9999-01-01,d002,Finance
458107,Denis,Schwabacher,Staff,9999-01-01,d007,Sales
458113,Shigeu,Barriga,Staff,9999-01-01,d001,Marketing
458188,Rasikan,Marrevee,Engineer,9999-01-01,d004,Production
458213,Suvo,Barriga,Senior Engineer,9999-01-01,d008,Research
458236,Tadahiko,Kumaresan,Senior Engineer,9999-01-01,d005,Development
458243,Ung,Ghazalie,Senior Staff,9999-01-01,d008,Research
458252,Aimee,Lorys,Staff,9999-01-01,d001,Marketing
458296,Shichao,Spell,Staff,9999-01-01,d003,Human Resources
458340,Olivera,Henders,Staff,9999-01-01,d003,Human Resources
458356,Mari,Stenning,Senior Engineer,9999-01-01,d005,Development
458394,Gunilla,Terekhov,Staff,9999-01-01,d007,Sales
458398,Macha,Farris,Senior Engineer,9999-01-01,d005,Development
458412,Gilbert,Pearson,Senior Staff,9999-01-01,d002,Finance
458417,Naftali,Crabtree,Senior Engineer,9999-01-01,d005,Development
458430,Mari,Bardell,Senior Engineer,9999-01-01,d004,Production
458480,Christ,Ritzmann,Technique Leader,9999-01-01,d004,Production
458492,Aloys,Danley,Senior Staff,9999-01-01,d008,Research
458499,Naftali,Manderick,Engineer,9999-01-01,d005,Development
458528,Danco,Famili,Senior Staff,9999-01-01,d007,Sales
458532,Limsoon,Ossenbruggen,Technique Leader,9999-01-01,d004,Production
458535,Shaowei,Krohm,Senior Staff,9999-01-01,d007,Sales
458569,Flemming,Vecchi,Senior Staff,9999-01-01,d002,Finance
458602,Shahid,Hartvigsen,Senior Engineer,9999-01-01,d004,Production
458611,Mikhail,Lemarechal,Senior Staff,9999-01-01,d007,Sales
458612,Zsolt,Suppi,Staff,9999-01-01,d007,Sales
458663,Zongyan,Itschner,Senior Engineer,9999-01-01,d004,Production
458694,Marie,Schach,Senior Staff,9999-01-01,d007,Sales
458712,Bingning,Miake,Senior Engineer,9999-01-01,d005,Development
458719,Xudong,Zaumen,Senior Engineer,9999-01-01,d005,Development
458742,Fay,Ranze,Senior Engineer,9999-01-01,d005,Development
458751,Rasiah,Dusink,Staff,9999-01-01,d007,Sales
458771,Martijn,Slaats,Staff,9999-01-01,d007,Sales
458774,Mircea,Fujisawa,Assistant Engineer,9999-01-01,d004,Production
458785,Fen,Compeau,Engineer,9999-01-01,d004,Production
458796,Geoff,Ranka,Engineer,9999-01-01,d005,Development
458798,Persi,Rotem,Senior Engineer,9999-01-01,d005,Development
458799,Arfst,Gaughan,Engineer,9999-01-01,d005,Development
458808,Xinglin,Warwick,Engineer,9999-01-01,d004,Production
458840,Martien,Pashtan,Senior Staff,9999-01-01,d002,Finance
458847,Xiping,Trystram,Senior Engineer,9999-01-01,d006,Quality Management
458855,Steen,Gaughan,Engineer,9999-01-01,d005,Development
458939,Toshimi,Weisert,Technique Leader,9999-01-01,d004,Production
458963,Mayuri,Krider,Engineer,9999-01-01,d008,Research
458979,Sungwon,Basagni,Senior Engineer,9999-01-01,d005,Development
458982,Randy,Roohalamini,Senior Engineer,9999-01-01,d005,Development
459020,Shiv,Peha,Senior Engineer,9999-01-01,d005,Development
459032,Dannz,Coors,Senior Staff,9999-01-01,d002,Finance
459041,Niclas,Verhaegen,Senior Staff,9999-01-01,d003,Human Resources
459058,Xudong,Sooriamurthi,Engineer,9999-01-01,d005,Development
459109,Hitomi,Stiles,Senior Engineer,9999-01-01,d004,Production
459117,Shahaf,Boudaillier,Senior Engineer,9999-01-01,d004,Production
459133,Douadi,Bratsberg,Engineer,9999-01-01,d004,Production
459177,Duangkaew,Velardi,Senior Engineer,9999-01-01,d005,Development
459178,Tiina,Prampolini,Technique Leader,9999-01-01,d004,Production
459193,Gurbir,Plessier,Senior Staff,9999-01-01,d001,Marketing
459202,Wonhee,Peroz,Senior Engineer,9999-01-01,d005,Development
459214,Chaosheng,Juneja,Senior Staff,9999-01-01,d008,Research
459225,Saniya,Baaleh,Senior Staff,9999-01-01,d009,Customer Service
459235,Rafael,Krichel,Staff,9999-01-01,d001,Marketing
459253,Erzsebet,Olivero,Senior Engineer,9999-01-01,d005,Development
459262,Ger,Majewski,Senior Engineer,9999-01-01,d004,Production
459269,Akhilish,Baek,Technique Leader,9999-01-01,d006,Quality Management
459278,Gill,Rosar,Senior Engineer,9999-01-01,d004,Production
459286,Oscar,Raczkowsky,Senior Engineer,9999-01-01,d004,Production
459288,Bernt,Socorro,Senior Engineer,9999-01-01,d006,Quality Management
459289,Kwok,Stavenow,Senior Staff,9999-01-01,d001,Marketing
459309,Saeed,Syrzycki,Senior Engineer,9999-01-01,d004,Production
459330,George,Bauknecht,Senior Staff,9999-01-01,d002,Finance
459336,Satoru,Parascandalo,Senior Staff,9999-01-01,d007,Sales
459337,Parto,Koblick,Staff,9999-01-01,d003,Human Resources
459361,Berto,Landherr,Senior Staff,9999-01-01,d002,Finance
459367,Jaewoo,Stanfel,Senior Engineer,9999-01-01,d004,Production
459384,Zdislav,Eppinger,Staff,9999-01-01,d009,Customer Service
459407,Gift,Percebois,Senior Staff,9999-01-01,d007,Sales
459438,Eberhardt,Azevdeo,Senior Engineer,9999-01-01,d005,Development
459470,Vishv,Heiserman,Senior Staff,9999-01-01,d002,Finance
459483,Shmuel,Docker,Senior Staff,9999-01-01,d001,Marketing
459496,Demos,Gaughan,Senior Engineer,9999-01-01,d004,Production
459537,Chenxi,Erman,Engineer,9999-01-01,d004,Production
459571,Kazunori,Ishibashi,Engineer,9999-01-01,d004,Production
459628,Mandell,Boudaillier,Senior Engineer,9999-01-01,d005,Development
459639,Valery,Shumilov,Senior Engineer,9999-01-01,d004,Production
459646,Uri,Rouquie,Staff,9999-01-01,d007,Sales
459679,Bikash,Budinsky,Senior Engineer,9999-01-01,d005,Development
459691,Munenori,Brodal,Technique Leader,9999-01-01,d009,Customer Service
459711,Fusako,Junot,Staff,9999-01-01,d007,Sales
459806,Serap,Garrabrants,Senior Staff,9999-01-01,d004,Production
459810,Uwe,Krone,Engineer,9999-01-01,d005,Development
459811,Gopalakrishnan,Meszaros,Senior Engineer,9999-01-01,d005,Development
459813,Fuqing,Giveon,Senior Engineer,9999-01-01,d004,Production
459826,Ramzi,Jakobus,Senior Staff,9999-01-01,d007,Sales
459843,Weidon,Aloia,Senior Staff,9999-01-01,d007,Sales
459864,Rafols,Laventhal,Staff,9999-01-01,d001,Marketing
459867,Nechama,Theuretzbacher,Engineer,9999-01-01,d005,Development
459872,Sadok,Nicolson,Senior Staff,9999-01-01,d001,Marketing
459880,Arvind,Strandh,Senior Staff,9999-01-01,d007,Sales
459890,Angel,Gyorkos,Senior Engineer,9999-01-01,d004,Production
459891,Aiman,Ranze,Senior Engineer,9999-01-01,d005,Development
459900,Uta,Jahnichen,Engineer,9999-01-01,d005,Development
459902,Denis,Roohalamini,Senior Staff,9999-01-01,d002,Finance
459930,Genevieve,Przulj,Senior Engineer,9999-01-01,d005,Development
459947,Francoise,Chelton,Engineer,9999-01-01,d005,Development
459952,Mohammed,Cooman,Senior Staff,9999-01-01,d003,Human Resources
459960,Shaowei,Quittner,Engineer,9999-01-01,d005,Development
459988,Fatemeh,Radivojevic,Senior Engineer,9999-01-01,d004,Production
460000,Yifei,Cooman,Senior Engineer,9999-01-01,d004,Production
460008,Billie,Kusalik,Senior Engineer,9999-01-01,d006,Quality Management
460030,Jongsuk,Tasistro,Senior Engineer,9999-01-01,d005,Development
460033,Paris,Ariola,Senior Staff,9999-01-01,d007,Sales
460044,Houman,Litecky,Senior Engineer,9999-01-01,d005,Development
460048,Basem,Conti,Technique Leader,9999-01-01,d006,Quality Management
460053,Oscar,Kroon,Senior Staff,9999-01-01,d009,Customer Service
460055,Zsolt,Servi,Senior Engineer,9999-01-01,d005,Development
460124,Steen,Burnard,Senior Engineer,9999-01-01,d005,Development
460144,Gadiel,Azuma,Senior Engineer,9999-01-01,d006,Quality Management
460150,Henk,Michaeli,Senior Engineer,9999-01-01,d009,Customer Service
460158,Jovan,Speel,Senior Engineer,9999-01-01,d005,Development
460174,Udo,Felcyn,Senior Engineer,9999-01-01,d005,Development
460186,Zhanqiu,Papastamatiou,Senior Staff,9999-01-01,d007,Sales
460205,Masaru,Minakawa,Senior Staff,9999-01-01,d001,Marketing
460231,Valdiodio,Kusakari,Senior Staff,9999-01-01,d008,Research
460244,Danae,Menhardt,Senior Engineer,9999-01-01,d005,Development
460254,Goo,Peha,Senior Engineer,9999-01-01,d005,Development
460274,Stamatina,Sichman,Senior Engineer,9999-01-01,d005,Development
460296,Janalee,Kinley,Staff,9999-01-01,d001,Marketing
460340,Arun,Shanbhogue,Senior Engineer,9999-01-01,d005,Development
460350,Shietung,Hagimont,Senior Engineer,9999-01-01,d004,Production
460358,Xiping,Ciolek,Engineer,9999-01-01,d005,Development
460359,Elgin,Lundstrom,Senior Engineer,9999-01-01,d005,Development
460361,Roddy,Vieth,Staff,9999-01-01,d007,Sales
460394,Aluzio,Rusmann,Staff,9999-01-01,d008,Research
460442,Behnaam,Lieberherr,Senior Staff,9999-01-01,d007,Sales
460461,Pohua,Ghandeharizadeh,Senior Staff,9999-01-01,d007,Sales
460462,Huan,Bamford,Senior Staff,9999-01-01,d001,Marketing
460483,Ramzi,Quadeer,Senior Engineer,9999-01-01,d005,Development
460494,Kokou,Sidhu,Senior Staff,9999-01-01,d007,Sales
460506,Manohar,Schonegge,Senior Engineer,9999-01-01,d004,Production
460529,Miomir,Flanders,Senior Staff,9999-01-01,d009,Customer Service
460545,Toney,Goldhammer,Senior Staff,9999-01-01,d009,Customer Service
460546,Ashish,Rosay,Engineer,9999-01-01,d004,Production
460576,Pascal,Arlazarov,Senior Engineer,9999-01-01,d005,Development
460584,IEEE,Selenyi,Senior Staff,9999-01-01,d007,Sales
460613,Odysseas,Alpin,Engineer,9999-01-01,d004,Production
460619,Huei,Weedon,Staff,9999-01-01,d003,Human Resources
460642,Steen,Menhoudj,Engineer,9999-01-01,d009,Customer Service
460657,Shichao,Stentiford,Staff,9999-01-01,d007,Sales
460668,Mingsen,Ranai,Staff,9999-01-01,d007,Sales
460673,Houman,Zallocco,Engineer,9999-01-01,d005,Development
460701,Temple,Plavsic,Engineer,9999-01-01,d006,Quality Management
460709,Edwin,Melski,Senior Staff,9999-01-01,d007,Sales
460718,Qunsheng,Rodham,Senior Staff,9999-01-01,d001,Marketing
460750,Tadahiko,Narahari,Senior Engineer,9999-01-01,d004,Production
460755,Werner,McClurg,Senior Staff,9999-01-01,d007,Sales
460766,Jaewon,Encarnacion,Senior Engineer,9999-01-01,d006,Quality Management
460778,Toshimori,Ponthieu,Senior Engineer,9999-01-01,d005,Development
460811,Basem,Rettelbach,Senior Staff,9999-01-01,d003,Human Resources
460814,Sadegh,Birnbaum,Senior Engineer,9999-01-01,d005,Development
460839,Vishu,Akazan,Senior Staff,9999-01-01,d007,Sales
460851,Uzi,Anily,Senior Staff,9999-01-01,d009,Customer Service
460853,Guther,Stasinski,Senior Staff,9999-01-01,d007,Sales
460876,Vidar,Aingworth,Senior Engineer,9999-01-01,d005,Development
460897,Fei,Krohn,Assistant Engineer,9999-01-01,d006,Quality Management
460913,Kwangho,Baer,Technique Leader,9999-01-01,d004,Production
460948,Serap,Pulkowski,Engineer,9999-01-01,d006,Quality Management
460950,Demin,Cummings,Senior Staff,9999-01-01,d001,Marketing
460970,Jaques,Peak,Engineer,9999-01-01,d004,Production
460972,Sadun,Ritcey,Senior Staff,9999-01-01,d002,Finance
461022,Munehiko,Krichel,Senior Engineer,9999-01-01,d005,Development
461027,Raimond,Acton,Senior Engineer,9999-01-01,d005,Development
461093,Adas,Dredge,Senior Staff,9999-01-01,d007,Sales
461140,Khun,Ramsay,Technique Leader,9999-01-01,d004,Production
461178,Masasuke,Verhoeff,Senior Staff,9999-01-01,d007,Sales
461185,Kerryn,Mungall,Senior Staff,9999-01-01,d003,Human Resources
461186,Faiza,Lodder,Engineer,9999-01-01,d005,Development
461210,Kish,Chleq,Senior Staff,9999-01-01,d007,Sales
461212,KayLiang,Bultermann,Senior Engineer,9999-01-01,d004,Production
461229,Souichi,Zhang,Engineer,9999-01-01,d005,Development
461271,Constantijn,Erva,Senior Staff,9999-01-01,d007,Sales
461302,Hatim,Kolvik,Staff,9999-01-01,d002,Finance
461309,Nahum,Zaumen,Senior Engineer,9999-01-01,d005,Development
461315,Mohammed,Ghandeharizadeh,Assistant Engineer,9999-01-01,d004,Production
461328,Mohit,McAffer,Senior Staff,9999-01-01,d001,Marketing
461358,Bernice,Boguraev,Senior Engineer,9999-01-01,d005,Development
461363,Achilleas,Rajcani,Senior Staff,9999-01-01,d007,Sales
461388,Tuval,Borovoy,Engineer,9999-01-01,d005,Development
461391,Mart,Hertweck,Senior Staff,9999-01-01,d007,Sales
461408,Vivian,Munck,Senior Engineer,9999-01-01,d005,Development
461456,Karsten,Keirsey,Engineer,9999-01-01,d005,Development
461458,Georgi,Hebden,Senior Engineer,9999-01-01,d004,Production
461480,Guttorm,Trystram,Senior Engineer,9999-01-01,d005,Development
461481,Shir,Parascandalo,Engineer,9999-01-01,d004,Production
461512,Kwangho,Beeson,Senior Staff,9999-01-01,d008,Research
461537,Yifei,Bernick,Senior Engineer,9999-01-01,d004,Production
461556,Gina,Shokrollahi,Senior Engineer,9999-01-01,d005,Development
461573,Sachar,Zedlitz,Senior Staff,9999-01-01,d009,Customer Service
461605,Tesuya,Garnham,Senior Staff,9999-01-01,d002,Finance
461667,Suvo,McFarlin,Engineer,9999-01-01,d005,Development
461693,Fusako,Cappello,Senior Engineer,9999-01-01,d008,Research
461709,Aamer,Dusink,Senior Engineer,9999-01-01,d005,Development
461757,Hailing,Isaac,Senior Engineer,9999-01-01,d005,Development
461769,Bodo,Birge,Senior Engineer,9999-01-01,d005,Development
461770,Kamran,Sommen,Engineer,9999-01-01,d005,Development
461786,Adel,Krohm,Staff,9999-01-01,d001,Marketing
461793,Keung,Rassart,Senior Engineer,9999-01-01,d004,Production
461808,Malu,Radivojevic,Senior Staff,9999-01-01,d002,Finance
461820,Lansing,Prenel,Senior Engineer,9999-01-01,d005,Development
461833,Shuho,Rosar,Senior Engineer,9999-01-01,d005,Development
461845,Kwangho,Kamble,Senior Engineer,9999-01-01,d005,Development
461865,Mariusz,Baak,Senior Engineer,9999-01-01,d005,Development
461877,Kousuke,Pepe,Senior Engineer,9999-01-01,d004,Production
461900,Hideo,Penz,Senior Engineer,9999-01-01,d005,Development
461903,Hironoby,Puppe,Senior Engineer,9999-01-01,d005,Development
461912,Ugo,Kowalchuk,Senior Staff,9999-01-01,d009,Customer Service
461913,Giri,Ballarin,Senior Engineer,9999-01-01,d004,Production
461915,Alejandro,Sambasivam,Senior Staff,9999-01-01,d007,Sales
461929,Moon,Anido,Staff,9999-01-01,d009,Customer Service
461936,Akeno,Nishimukai,Senior Engineer,9999-01-01,d004,Production
461950,Hidefumi,Streng,Senior Engineer,9999-01-01,d004,Production
461953,Marie,Ballarin,Senior Staff,9999-01-01,d007,Sales
461960,Remko,Ramsay,Senior Staff,9999-01-01,d007,Sales
461990,Jacopo,Norsworthy,Senior Staff,9999-01-01,d007,Sales
462005,Pramod,Kushner,Staff,9999-01-01,d007,Sales
462007,Rasiah,Smeets,Senior Engineer,9999-01-01,d005,Development
462016,Taiji,Danner,Staff,9999-01-01,d007,Sales
462017,Cheong,Cronau,Senior Engineer,9999-01-01,d005,Development
462032,Chikara,Oaver,Senior Staff,9999-01-01,d003,Human Resources
462034,Geoffry,Lund,Senior Engineer,9999-01-01,d005,Development
462044,Ziya,Salverda,Senior Engineer,9999-01-01,d004,Production
462061,Inderjeet,Maginnis,Technique Leader,9999-01-01,d005,Development
462062,Francoise,Einsfeld,Senior Staff,9999-01-01,d007,Sales
462072,Munehiko,Kusakabe,Senior Engineer,9999-01-01,d005,Development
462085,Marco,Gulla,Senior Engineer,9999-01-01,d005,Development
462086,Fayez,Bressoud,Senior Engineer,9999-01-01,d005,Development
462115,Nahum,Hedayat,Staff,9999-01-01,d001,Marketing
462132,Phule,Gronowski,Engineer,9999-01-01,d005,Development
462172,Michaela,Danley,Senior Engineer,9999-01-01,d004,Production
462186,Mikhail,Fontet,Senior Engineer,9999-01-01,d005,Development
462187,Marie,Laventhal,Senior Engineer,9999-01-01,d005,Development
462190,Kazuhira,Erdi,Senior Staff,9999-01-01,d002,Finance
462237,Achilleas,Mundy,Senior Engineer,9999-01-01,d005,Development
462246,Kenton,Cooley,Senior Engineer,9999-01-01,d005,Development
462289,Kenroku,Adachi,Senior Engineer,9999-01-01,d005,Development
462291,Vatsa,Kornatzky,Senior Engineer,9999-01-01,d004,Production
462323,Gita,Paludetto,Senior Staff,9999-01-01,d003,Human Resources
462328,Felicidad,Uehara,Senior Staff,9999-01-01,d009,Customer Service
462339,Padma,Langford,Engineer,9999-01-01,d004,Production
462345,Taisook,Pileggi,Senior Engineer,9999-01-01,d005,Development
462368,Bodo,Tsukune,Senior Engineer,9999-01-01,d004,Production
462386,Parviz,Rullman,Senior Staff,9999-01-01,d008,Research
462419,Chinho,Peris,Staff,9999-01-01,d008,Research
462461,Remko,Whitcomb,Senior Staff,9999-01-01,d007,Sales
462466,Serge,Trystram,Assistant Engineer,9999-01-01,d004,Production
462481,Pasqua,Veldwijk,Engineer,9999-01-01,d005,Development
462539,Shin,Mikschl,Senior Engineer,9999-01-01,d006,Quality Management
462565,Neven,Nastansky,Senior Engineer,9999-01-01,d005,Development
462590,DeForest,Zucker,Senior Engineer,9999-01-01,d004,Production
462622,Duri,Molberg,Senior Engineer,9999-01-01,d005,Development
